,X,Y,S
11010308,"[13.493242621216943, 13.494912020584561, 13.498114184560759, 13.498309432305856, 13.498328685259033, 13.49872259748325, 13.512021393523815, 13.508815531064533, 13.508579320642177, 13.507465684370457, 13.507588461367604, 13.505256234531155, 13.504805452092372, 13.504966056759535, 13.504276186766049, 13.502360309232584, 13.502123888452045, 13.501736425344538, 13.501037421511326, 13.494046309452612, 13.49369663447876, 13.493242621216943]","[52.57364787995937, 52.573735124361754, 52.57529512812271, 52.57559542149923, 52.576086142360815, 52.576561899694916, 52.566037115069406, 52.5648828951544, 52.56497154378514, 52.56449959130574, 52.5643918681552, 52.563558279383265, 52.56395945536337, 52.56398568302837, 52.56441186559143, 52.566099287704326, 52.56625541703893, 52.56609863259774, 52.56659129171216, 52.57271779878273, 52.57276863423847, 52.57364787995937]","[[13.493242621216943, 52.57364787995937], [13.494912020584561, 52.573735124361754], [13.498114184560759, 52.57529512812271], [13.498309432305856, 52.57559542149923], [13.498328685259033, 52.576086142360815], [13.49872259748325, 52.576561899694916], [13.512021393523815, 52.566037115069406], [13.508815531064533, 52.5648828951544], [13.508579320642177, 52.56497154378514], [13.507465684370457, 52.56449959130574], [13.507588461367604, 52.5643918681552], [13.505256234531155, 52.563558279383265], [13.504805452092372, 52.56395945536337], [13.504966056759535, 52.56398568302837], [13.504276186766049, 52.56441186559143], [13.502360309232584, 52.566099287704326], [13.502123888452045, 52.56625541703893], [13.501736425344538, 52.56609863259774], [13.501037421511326, 52.56659129171216], [13.494046309452612, 52.57271779878273], [13.49369663447876, 52.57276863423847], [13.493242621216943, 52.57364787995937]]"
11010309,"[13.48367774891722, 13.484154723454356, 13.483595619173293, 13.487588235345584, 13.489604456944038, 13.49089326214185, 13.490609298049083, 13.490566097423061, 13.490753189016527, 13.490021253237348, 13.489922101414724, 13.490035599678452, 13.49060326861007, 13.49180566955237, 13.491405042970664, 13.493242621216943, 13.49369663447876, 13.494046309452612, 13.501037421511326, 13.501736425344538, 13.502123888452045, 13.502360309232584, 13.504276186766049, 13.504966056759535, 13.500849344943173, 13.499140693472436, 13.48367774891722]","[52.56442387112099, 52.566025784693934, 52.56611678081605, 52.56921824898979, 52.568230297620175, 52.569263420079515, 52.56951203985138, 52.56963511480715, 52.569715315376854, 52.570804530652694, 52.57139388613264, 52.57186584435298, 52.57240833452748, 52.57278267611309, 52.57357749598452, 52.57364787995937, 52.57276863423847, 52.57271779878273, 52.56659129171216, 52.56609863259774, 52.56625541703893, 52.566099287704326, 52.56441186559143, 52.56398568302837, 52.56225423024841, 52.562596616348756, 52.56442387112099]","[[13.48367774891722, 52.56442387112099], [13.484154723454356, 52.566025784693934], [13.483595619173293, 52.56611678081605], [13.487588235345584, 52.56921824898979], [13.489604456944038, 52.568230297620175], [13.49089326214185, 52.569263420079515], [13.490609298049083, 52.56951203985138], [13.490566097423061, 52.56963511480715], [13.490753189016527, 52.569715315376854], [13.490021253237348, 52.570804530652694], [13.489922101414724, 52.57139388613264], [13.490035599678452, 52.57186584435298], [13.49060326861007, 52.57240833452748], [13.49180566955237, 52.57278267611309], [13.491405042970664, 52.57357749598452], [13.493242621216943, 52.57364787995937], [13.49369663447876, 52.57276863423847], [13.494046309452612, 52.57271779878273], [13.501037421511326, 52.56659129171216], [13.501736425344538, 52.56609863259774], [13.502123888452045, 52.56625541703893], [13.502360309232584, 52.566099287704326], [13.504276186766049, 52.56441186559143], [13.504966056759535, 52.56398568302837], [13.500849344943173, 52.56225423024841], [13.499140693472436, 52.562596616348756], [13.48367774891722, 52.56442387112099]]"
11010310,"[13.500849344943173, 13.504897033884744, 13.505256234531155, 13.507588461367604, 13.507465684370457, 13.508579320642177, 13.508815531064533, 13.512021393523815, 13.512383501136656, 13.513173161727016, 13.517514894064423, 13.523476917022977, 13.525486434764014, 13.525875855332417, 13.526153641498421, 13.524942768405875, 13.524230527955671, 13.515739982487942, 13.5021519935313, 13.500849344943173]","[52.56225423024841, 52.56387426083559, 52.563558279383265, 52.5643918681552, 52.56449959130574, 52.56497154378514, 52.5648828951544, 52.566037115069406, 52.56575984971203, 52.56604810777043, 52.56242979803242, 52.55800120012392, 52.556124781341055, 52.556062201940684, 52.55578383367988, 52.55530926641656, 52.55603203520072, 52.55812274179668, 52.562035417591915, 52.56225423024841]","[[13.500849344943173, 52.56225423024841], [13.504897033884744, 52.56387426083559], [13.505256234531155, 52.563558279383265], [13.507588461367604, 52.5643918681552], [13.507465684370457, 52.56449959130574], [13.508579320642177, 52.56497154378514], [13.508815531064533, 52.5648828951544], [13.512021393523815, 52.566037115069406], [13.512383501136656, 52.56575984971203], [13.513173161727016, 52.56604810777043], [13.517514894064423, 52.56242979803242], [13.523476917022977, 52.55800120012392], [13.525486434764014, 52.556124781341055], [13.525875855332417, 52.556062201940684], [13.526153641498421, 52.55578383367988], [13.524942768405875, 52.55530926641656], [13.524230527955671, 52.55603203520072], [13.515739982487942, 52.55812274179668], [13.5021519935313, 52.562035417591915], [13.500849344943173, 52.56225423024841]]"
11020411,"[13.486069094817266, 13.499140693472436, 13.5021519935313, 13.515739982487942, 13.524230527955671, 13.525012286370677, 13.524601426731794, 13.523157200460604, 13.516744570932284, 13.515823970036378, 13.515475838008562, 13.513117160009212, 13.508464062495701, 13.501805150940038, 13.49590456870591, 13.495448718444623, 13.49442932515656, 13.49563714047705, 13.495611864361956, 13.495277585798279, 13.491613429364886, 13.490858077924782, 13.48728890291624, 13.485397632162114, 13.485187395823129, 13.485321605374823, 13.485595415768993, 13.486069094817266]","[52.56415262124942, 52.562596616348756, 52.562035417591915, 52.55812274179668, 52.55603203520072, 52.55522214994303, 52.555040255824196, 52.5509510795419, 52.55201290933583, 52.55171008302281, 52.5518041233589, 52.55114950899368, 52.55021488045355, 52.55017481098895, 52.55142828246805, 52.55056329818124, 52.55078414967648, 52.55360720737969, 52.55470532709696, 52.55555505751556, 52.55950054903472, 52.56008106859702, 52.56128741324295, 52.56155029737517, 52.561798003675555, 52.56227358687749, 52.562417708251644, 52.56415262124942]","[[13.486069094817266, 52.56415262124942], [13.499140693472436, 52.562596616348756], [13.5021519935313, 52.562035417591915], [13.515739982487942, 52.55812274179668], [13.524230527955671, 52.55603203520072], [13.525012286370677, 52.55522214994303], [13.524601426731794, 52.555040255824196], [13.523157200460604, 52.5509510795419], [13.516744570932284, 52.55201290933583], [13.515823970036378, 52.55171008302281], [13.515475838008562, 52.5518041233589], [13.513117160009212, 52.55114950899368], [13.508464062495701, 52.55021488045355], [13.501805150940038, 52.55017481098895], [13.49590456870591, 52.55142828246805], [13.495448718444623, 52.55056329818124], [13.49442932515656, 52.55078414967648], [13.49563714047705, 52.55360720737969], [13.495611864361956, 52.55470532709696], [13.495277585798279, 52.55555505751556], [13.491613429364886, 52.55950054903472], [13.490858077924782, 52.56008106859702], [13.48728890291624, 52.56128741324295], [13.485397632162114, 52.56155029737517], [13.485187395823129, 52.561798003675555], [13.485321605374823, 52.56227358687749], [13.485595415768993, 52.562417708251644], [13.486069094817266, 52.56415262124942]]"
11020412,"[13.49442932515656, 13.495448718444623, 13.49590456870591, 13.501805150940038, 13.508464062495701, 13.513117160009212, 13.515475838008562, 13.515823970036378, 13.516744570932284, 13.523157200460604, 13.524601426731794, 13.525406729791976, 13.52553824922727, 13.525355611446344, 13.52598697968843, 13.527246686321789, 13.530007460408859, 13.530574131555012, 13.530597467695868, 13.530992104094691, 13.531897448406658, 13.532264909241054, 13.53157691295999, 13.53168784811942, 13.531290143369834, 13.531496513954622, 13.531592859459206, 13.527843824232177, 13.526250359193831, 13.527693300850581, 13.527604738673054, 13.526240497533433, 13.524301917998367, 13.52314844708277, 13.520502601902521, 13.513135506670784, 13.508697265262343, 13.507275985871038, 13.507058499565469, 13.505261262170741, 13.50516646701328, 13.501638249222127, 13.501674889868516, 13.500642575407161, 13.499398561154765, 13.498725214771541, 13.497353150497553, 13.497054698158873, 13.49692384771225, 13.496625715699071, 13.496948031769806, 13.494551283786388, 13.494171654151831, 13.494107712304224, 13.49442932515656]","[52.55078414967648, 52.55056329818124, 52.55142828246805, 52.55017481098895, 52.55021488045355, 52.55114950899368, 52.5518041233589, 52.55171008302281, 52.55201290933583, 52.5509510795419, 52.555040255824196, 52.555510976503484, 52.55537897648836, 52.55531770777642, 52.55453006575391, 52.552272908304055, 52.544470409088774, 52.543525501573335, 52.54291438845837, 52.54173486244133, 52.539526704215966, 52.5393139990475, 52.53917324960785, 52.53897202410531, 52.538891719152375, 52.538855935623374, 52.538599067485286, 52.53780243552583, 52.5372898153844, 52.537870613296114, 52.5379541208561, 52.53772380101453, 52.537957612456346, 52.53836283637547, 52.53974534522582, 52.54232478883977, 52.54295037790577, 52.543065791370175, 52.54283738668137, 52.543014318669975, 52.54317868803087, 52.54351294482796, 52.54362532378157, 52.54379768596736, 52.544273490827806, 52.54470774887528, 52.54612965761741, 52.546365695656156, 52.546250516010076, 52.546376909168295, 52.54654352602437, 52.548472952170584, 52.54920939077852, 52.54989144937922, 52.55078414967648]","[[13.49442932515656, 52.55078414967648], [13.495448718444623, 52.55056329818124], [13.49590456870591, 52.55142828246805], [13.501805150940038, 52.55017481098895], [13.508464062495701, 52.55021488045355], [13.513117160009212, 52.55114950899368], [13.515475838008562, 52.5518041233589], [13.515823970036378, 52.55171008302281], [13.516744570932284, 52.55201290933583], [13.523157200460604, 52.5509510795419], [13.524601426731794, 52.555040255824196], [13.525406729791976, 52.555510976503484], [13.52553824922727, 52.55537897648836], [13.525355611446344, 52.55531770777642], [13.52598697968843, 52.55453006575391], [13.527246686321789, 52.552272908304055], [13.530007460408859, 52.544470409088774], [13.530574131555012, 52.543525501573335], [13.530597467695868, 52.54291438845837], [13.530992104094691, 52.54173486244133], [13.531897448406658, 52.539526704215966], [13.532264909241054, 52.5393139990475], [13.53157691295999, 52.53917324960785], [13.53168784811942, 52.53897202410531], [13.531290143369834, 52.538891719152375], [13.531496513954622, 52.538855935623374], [13.531592859459206, 52.538599067485286], [13.527843824232177, 52.53780243552583], [13.526250359193831, 52.5372898153844], [13.527693300850581, 52.537870613296114], [13.527604738673054, 52.5379541208561], [13.526240497533433, 52.53772380101453], [13.524301917998367, 52.537957612456346], [13.52314844708277, 52.53836283637547], [13.520502601902521, 52.53974534522582], [13.513135506670784, 52.54232478883977], [13.508697265262343, 52.54295037790577], [13.507275985871038, 52.543065791370175], [13.507058499565469, 52.54283738668137], [13.505261262170741, 52.543014318669975], [13.50516646701328, 52.54317868803087], [13.501638249222127, 52.54351294482796], [13.501674889868516, 52.54362532378157], [13.500642575407161, 52.54379768596736], [13.499398561154765, 52.544273490827806], [13.498725214771541, 52.54470774887528], [13.497353150497553, 52.54612965761741], [13.497054698158873, 52.546365695656156], [13.49692384771225, 52.546250516010076], [13.496625715699071, 52.546376909168295], [13.496948031769806, 52.54654352602437], [13.494551283786388, 52.548472952170584], [13.494171654151831, 52.54920939077852], [13.494107712304224, 52.54989144937922], [13.49442932515656, 52.55078414967648]]"
11020513,"[13.467362570927342, 13.468526022471725, 13.469928108352248, 13.479644748834033, 13.480459550090966, 13.47976492153675, 13.479341107518465, 13.479746893326475, 13.480082143807461, 13.480254122850969, 13.480371110115776, 13.481687481544187, 13.482222085648932, 13.486119867174725, 13.490325168283276, 13.494414574268092, 13.494107712304224, 13.494383918235144, 13.4948573199675, 13.496948031769806, 13.484278948390958, 13.47667585647191, 13.473089104897172, 13.471319977241999, 13.469864813596812, 13.467017065250918, 13.467362570927342]","[52.54831999464039, 52.54822988320959, 52.547741133059155, 52.54754598101593, 52.54811938555541, 52.549100830442164, 52.54930242707148, 52.54962107857655, 52.549469609588876, 52.54960193437865, 52.54945109346153, 52.54948596377011, 52.54964658911469, 52.55239660174325, 52.551697904022504, 52.55079671532686, 52.54989144937922, 52.54873519240464, 52.5481497528614, 52.54654352602437, 52.53994187977188, 52.5371781789841, 52.536211139645246, 52.53807260824361, 52.54027957605436, 52.54807067324845, 52.54831999464039]","[[13.467362570927342, 52.54831999464039], [13.468526022471725, 52.54822988320959], [13.469928108352248, 52.547741133059155], [13.479644748834033, 52.54754598101593], [13.480459550090966, 52.54811938555541], [13.47976492153675, 52.549100830442164], [13.479341107518465, 52.54930242707148], [13.479746893326475, 52.54962107857655], [13.480082143807461, 52.549469609588876], [13.480254122850969, 52.54960193437865], [13.480371110115776, 52.54945109346153], [13.481687481544187, 52.54948596377011], [13.482222085648932, 52.54964658911469], [13.486119867174725, 52.55239660174325], [13.490325168283276, 52.551697904022504], [13.494414574268092, 52.55079671532686], [13.494107712304224, 52.54989144937922], [13.494383918235144, 52.54873519240464], [13.4948573199675, 52.5481497528614], [13.496948031769806, 52.54654352602437], [13.484278948390958, 52.53994187977188], [13.47667585647191, 52.5371781789841], [13.473089104897172, 52.536211139645246], [13.471319977241999, 52.53807260824361], [13.469864813596812, 52.54027957605436], [13.467017065250918, 52.54807067324845], [13.467362570927342, 52.54831999464039]]"
11020514,"[13.477958006504775, 13.484278948390958, 13.496625715699071, 13.49692384771225, 13.497054698158873, 13.499060508719047, 13.500908020153746, 13.498807027512308, 13.494935829674988, 13.489107518869321, 13.488030232214193, 13.48602851832754, 13.483154595784, 13.48212933126239, 13.477958006504775]","[52.537626371376696, 52.53994187977188, 52.546376909168295, 52.546250516010076, 52.546365695656156, 52.544463657169054, 52.5437404491829, 52.53833912462675, 52.54063543834144, 52.53703688632979, 52.53751195455491, 52.53621282629344, 52.53762199501302, 52.536999820115966, 52.537626371376696]","[[13.477958006504775, 52.537626371376696], [13.484278948390958, 52.53994187977188], [13.496625715699071, 52.546376909168295], [13.49692384771225, 52.546250516010076], [13.497054698158873, 52.546365695656156], [13.499060508719047, 52.544463657169054], [13.500908020153746, 52.5437404491829], [13.498807027512308, 52.53833912462675], [13.494935829674988, 52.54063543834144], [13.489107518869321, 52.53703688632979], [13.488030232214193, 52.53751195455491], [13.48602851832754, 52.53621282629344], [13.483154595784, 52.53762199501302], [13.48212933126239, 52.536999820115966], [13.477958006504775, 52.537626371376696]]"
11020515,"[13.473089104897172, 13.474605842494856, 13.477958006504775, 13.48212933126239, 13.483154595784, 13.48602851832754, 13.488030232214193, 13.489107518869321, 13.494935829674988, 13.498807027512308, 13.49905277904344, 13.505563762271832, 13.505692760621923, 13.505648962120166, 13.504648581205794, 13.498346508013396, 13.495505386273043, 13.48395277003448, 13.47711443981342, 13.476335111594674, 13.475568150209574, 13.474639682864526, 13.473089104897172]","[52.536211139645246, 52.53654023187332, 52.537626371376696, 52.536999820115966, 52.53762199501302, 52.53621282629344, 52.53751195455491, 52.53703688632979, 52.54063543834144, 52.53833912462675, 52.538985481491515, 52.538579876684906, 52.535647651439476, 52.53495298280311, 52.534865681556326, 52.53451033309284, 52.53450272876623, 52.533713866949654, 52.5334169411817, 52.5333693109671, 52.53311848964272, 52.53444732498875, 52.536211139645246]","[[13.473089104897172, 52.536211139645246], [13.474605842494856, 52.53654023187332], [13.477958006504775, 52.537626371376696], [13.48212933126239, 52.536999820115966], [13.483154595784, 52.53762199501302], [13.48602851832754, 52.53621282629344], [13.488030232214193, 52.53751195455491], [13.489107518869321, 52.53703688632979], [13.494935829674988, 52.54063543834144], [13.498807027512308, 52.53833912462675], [13.49905277904344, 52.538985481491515], [13.505563762271832, 52.538579876684906], [13.505692760621923, 52.535647651439476], [13.505648962120166, 52.53495298280311], [13.504648581205794, 52.534865681556326], [13.498346508013396, 52.53451033309284], [13.495505386273043, 52.53450272876623], [13.48395277003448, 52.533713866949654], [13.47711443981342, 52.5334169411817], [13.476335111594674, 52.5333693109671], [13.475568150209574, 52.53311848964272], [13.474639682864526, 52.53444732498875], [13.473089104897172, 52.536211139645246]]"
11020516,"[13.49905277904344, 13.500908020153746, 13.501674889868516, 13.501638249222127, 13.50516646701328, 13.505261262170741, 13.507058499565469, 13.507275985871038, 13.512451095783666, 13.520067357616947, 13.52314844708277, 13.524301917998367, 13.525754114874116, 13.527693300850581, 13.52371150563932, 13.521821641202896, 13.519210644657683, 13.519259694505843, 13.505637657361781, 13.505563762271832, 13.49905277904344]","[52.538985481491515, 52.5437404491829, 52.54362532378157, 52.54351294482796, 52.54317868803087, 52.543014318669975, 52.54283738668137, 52.543065791370175, 52.5424948900145, 52.539912028216655, 52.53836283637547, 52.537957612456346, 52.537732376182255, 52.537870613296114, 52.53644293160654, 52.536042245287575, 52.53583410446599, 52.53570832740034, 52.534775922582426, 52.538579876684906, 52.538985481491515]","[[13.49905277904344, 52.538985481491515], [13.500908020153746, 52.5437404491829], [13.501674889868516, 52.54362532378157], [13.501638249222127, 52.54351294482796], [13.50516646701328, 52.54317868803087], [13.505261262170741, 52.543014318669975], [13.507058499565469, 52.54283738668137], [13.507275985871038, 52.543065791370175], [13.512451095783666, 52.5424948900145], [13.520067357616947, 52.539912028216655], [13.52314844708277, 52.53836283637547], [13.524301917998367, 52.537957612456346], [13.525754114874116, 52.537732376182255], [13.527693300850581, 52.537870613296114], [13.52371150563932, 52.53644293160654], [13.521821641202896, 52.536042245287575], [13.519210644657683, 52.53583410446599], [13.519259694505843, 52.53570832740034], [13.505637657361781, 52.534775922582426], [13.505563762271832, 52.538579876684906], [13.49905277904344, 52.538985481491515]]"
11030618,"[13.456198359468058, 13.460673516540849, 13.461336833841608, 13.461822203050327, 13.463252796232101, 13.475568150209574, 13.4766337778029, 13.478626031291457, 13.47907266970413, 13.478906299915026, 13.480204144511573, 13.479968508414279, 13.479887457772124, 13.479886340351122, 13.480060436564008, 13.4742236217337, 13.470270063335402, 13.470189621964158, 13.466022596841471, 13.462756002532153, 13.459117872762265, 13.458178486483476, 13.456198359468058]","[52.5282655008853, 52.52935742870793, 52.53007913474758, 52.529932420170766, 52.53040254883986, 52.53311848964272, 52.53179161803551, 52.528273187500226, 52.52732927386617, 52.52642054434143, 52.52648326961769, 52.525567266004046, 52.5242506214899, 52.52327199688657, 52.52317515005022, 52.52305723780053, 52.52327137229686, 52.52309871049753, 52.52406097048463, 52.52450316179736, 52.52576788183281, 52.52639826415645, 52.5282655008853]","[[13.456198359468058, 52.5282655008853], [13.460673516540849, 52.52935742870793], [13.461336833841608, 52.53007913474758], [13.461822203050327, 52.529932420170766], [13.463252796232101, 52.53040254883986], [13.475568150209574, 52.53311848964272], [13.4766337778029, 52.53179161803551], [13.478626031291457, 52.528273187500226], [13.47907266970413, 52.52732927386617], [13.478906299915026, 52.52642054434143], [13.480204144511573, 52.52648326961769], [13.479968508414279, 52.525567266004046], [13.479887457772124, 52.5242506214899], [13.479886340351122, 52.52327199688657], [13.480060436564008, 52.52317515005022], [13.4742236217337, 52.52305723780053], [13.470270063335402, 52.52327137229686], [13.470189621964158, 52.52309871049753], [13.466022596841471, 52.52406097048463], [13.462756002532153, 52.52450316179736], [13.459117872762265, 52.52576788183281], [13.458178486483476, 52.52639826415645], [13.456198359468058, 52.5282655008853]]"
11030619,"[13.475568150209574, 13.476335111594674, 13.485125474041638, 13.485647911551428, 13.48540464287481, 13.4856565961721, 13.485651386473927, 13.479908549700417, 13.479968508414279, 13.480204144511573, 13.478906299915026, 13.47907266970413, 13.478626031291457, 13.4766337778029, 13.475568150209574]","[52.53311848964272, 52.5333693109671, 52.5337907666648, 52.530327074345855, 52.52534020515606, 52.52438075575172, 52.523273608659004, 52.52324416388632, 52.525567266004046, 52.52648326961769, 52.52642054434143, 52.52732927386617, 52.528273187500226, 52.53179161803551, 52.53311848964272]","[[13.475568150209574, 52.53311848964272], [13.476335111594674, 52.5333693109671], [13.485125474041638, 52.5337907666648], [13.485647911551428, 52.530327074345855], [13.48540464287481, 52.52534020515606], [13.4856565961721, 52.52438075575172], [13.485651386473927, 52.523273608659004], [13.479908549700417, 52.52324416388632], [13.479968508414279, 52.525567266004046], [13.480204144511573, 52.52648326961769], [13.478906299915026, 52.52642054434143], [13.47907266970413, 52.52732927386617], [13.478626031291457, 52.528273187500226], [13.4766337778029, 52.53179161803551], [13.475568150209574, 52.53311848964272]]"
11030720,"[13.485125474041638, 13.495505386273043, 13.498602949707715, 13.505648962120166, 13.505637657361781, 13.516882969415342, 13.51726842242948, 13.517157961847685, 13.518460939039269, 13.51870719990184, 13.518855163236848, 13.51911800209741, 13.519292550175825, 13.519435857756282, 13.518741382415739, 13.512672047027529, 13.50933600100148, 13.509293404148925, 13.508815903118995, 13.508277436411067, 13.508818144801781, 13.509574252943104, 13.504643122859024, 13.504629374192177, 13.50494018559211, 13.504859153154422, 13.504493390270419, 13.503920167741583, 13.503172891252719, 13.501992005603826, 13.489229645638465, 13.489225648805585, 13.485870823035224, 13.485604785741067, 13.485634034333334, 13.48540464287481, 13.485647911551428, 13.485125474041638]","[52.5337907666648, 52.53450272876623, 52.5345213946651, 52.53495298280311, 52.534775922582426, 52.535547170362314, 52.535202415768396, 52.535189731847865, 52.533287606739755, 52.532590420284265, 52.53118063482111, 52.52611781290782, 52.525804405287644, 52.52384279533581, 52.514440493903585, 52.51462706452583, 52.51448640148797, 52.515016518754805, 52.515113108606116, 52.514836663906756, 52.5153656532296, 52.516868893119145, 52.51816429828698, 52.51834672571792, 52.518347943371126, 52.521556943447564, 52.52225928188709, 52.522267678122475, 52.521856275431475, 52.52163665117484, 52.5219576755984, 52.52183643276037, 52.52191238901084, 52.52310189643207, 52.52455777794561, 52.52534020515606, 52.530327074345855, 52.5337907666648]","[[13.485125474041638, 52.5337907666648], [13.495505386273043, 52.53450272876623], [13.498602949707715, 52.5345213946651], [13.505648962120166, 52.53495298280311], [13.505637657361781, 52.534775922582426], [13.516882969415342, 52.535547170362314], [13.51726842242948, 52.535202415768396], [13.517157961847685, 52.535189731847865], [13.518460939039269, 52.533287606739755], [13.51870719990184, 52.532590420284265], [13.518855163236848, 52.53118063482111], [13.51911800209741, 52.52611781290782], [13.519292550175825, 52.525804405287644], [13.519435857756282, 52.52384279533581], [13.518741382415739, 52.514440493903585], [13.512672047027529, 52.51462706452583], [13.50933600100148, 52.51448640148797], [13.509293404148925, 52.515016518754805], [13.508815903118995, 52.515113108606116], [13.508277436411067, 52.514836663906756], [13.508818144801781, 52.5153656532296], [13.509574252943104, 52.516868893119145], [13.504643122859024, 52.51816429828698], [13.504629374192177, 52.51834672571792], [13.50494018559211, 52.518347943371126], [13.504859153154422, 52.521556943447564], [13.504493390270419, 52.52225928188709], [13.503920167741583, 52.522267678122475], [13.503172891252719, 52.521856275431475], [13.501992005603826, 52.52163665117484], [13.489229645638465, 52.5219576755984], [13.489225648805585, 52.52183643276037], [13.485870823035224, 52.52191238901084], [13.485604785741067, 52.52310189643207], [13.485634034333334, 52.52455777794561], [13.48540464287481, 52.52534020515606], [13.485647911551428, 52.530327074345855], [13.485125474041638, 52.5337907666648]]"
11030721,"[13.46759607198002, 13.470189621964158, 13.470270063335402, 13.475114993893069, 13.485651386473927, 13.485870823035224, 13.489225648805585, 13.489229645638465, 13.501992005603826, 13.503172891252719, 13.503920167741583, 13.504493390270419, 13.504859153154422, 13.50494018559211, 13.504629374192177, 13.504643122859024, 13.509574252943104, 13.508818144801781, 13.508277436411067, 13.508815903118995, 13.509293404148925, 13.50933600100148, 13.508377441488047, 13.507965687188621, 13.501785328815016, 13.498380773457917, 13.500399429486357, 13.499744778164253, 13.491905719193722, 13.488460485127195, 13.475436830339094, 13.475887055053416, 13.477483917360972, 13.477747873696085, 13.476545854444636, 13.4741960554603, 13.473760058274314, 13.472554399735236, 13.47213699959717, 13.470298261215337, 13.469040412686962, 13.46759607198002]","[52.52365695967649, 52.52309871049753, 52.52327137229686, 52.523050293228614, 52.523273608659004, 52.52191238901084, 52.52183643276037, 52.5219576755984, 52.52163665117484, 52.521856275431475, 52.522267678122475, 52.52225928188709, 52.521556943447564, 52.518347943371126, 52.51834672571792, 52.51816429828698, 52.516868893119145, 52.5153656532296, 52.514836663906756, 52.515113108606116, 52.515016518754805, 52.51448640148797, 52.514378502375486, 52.51465121497025, 52.51295545041005, 52.51161190889781, 52.51135532830839, 52.51104367072705, 52.511644261434306, 52.512131894564256, 52.51343252394992, 52.514862794642944, 52.51438858131653, 52.51472854284504, 52.51517189534628, 52.519115745162374, 52.51908732246471, 52.52052632949436, 52.52066598701623, 52.52237906363972, 52.523097186546444, 52.52365695967649]","[[13.46759607198002, 52.52365695967649], [13.470189621964158, 52.52309871049753], [13.470270063335402, 52.52327137229686], [13.475114993893069, 52.523050293228614], [13.485651386473927, 52.523273608659004], [13.485870823035224, 52.52191238901084], [13.489225648805585, 52.52183643276037], [13.489229645638465, 52.5219576755984], [13.501992005603826, 52.52163665117484], [13.503172891252719, 52.521856275431475], [13.503920167741583, 52.522267678122475], [13.504493390270419, 52.52225928188709], [13.504859153154422, 52.521556943447564], [13.50494018559211, 52.518347943371126], [13.504629374192177, 52.51834672571792], [13.504643122859024, 52.51816429828698], [13.509574252943104, 52.516868893119145], [13.508818144801781, 52.5153656532296], [13.508277436411067, 52.514836663906756], [13.508815903118995, 52.515113108606116], [13.509293404148925, 52.515016518754805], [13.50933600100148, 52.51448640148797], [13.508377441488047, 52.514378502375486], [13.507965687188621, 52.51465121497025], [13.501785328815016, 52.51295545041005], [13.498380773457917, 52.51161190889781], [13.500399429486357, 52.51135532830839], [13.499744778164253, 52.51104367072705], [13.491905719193722, 52.511644261434306], [13.488460485127195, 52.512131894564256], [13.475436830339094, 52.51343252394992], [13.475887055053416, 52.514862794642944], [13.477483917360972, 52.51438858131653], [13.477747873696085, 52.51472854284504], [13.476545854444636, 52.51517189534628], [13.4741960554603, 52.519115745162374], [13.473760058274314, 52.51908732246471], [13.472554399735236, 52.52052632949436], [13.47213699959717, 52.52066598701623], [13.470298261215337, 52.52237906363972], [13.469040412686962, 52.523097186546444], [13.46759607198002, 52.52365695967649]]"
